sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
theDazzler,/run/media/roy/Data/top1000/theDazzler-droidicon,/run/media/roy/Data/top1000/theDazzler-droidicon,https://github.com/theDazzler/droidicon,droidicon,Over 1600 customizable icons for Android including 750+ Google Material Design icons 25 ready-made social badges and more!,Java,2184,9987,Tue Apr 07 11:45:44 CEST 2015,true,249
antonkrasov,/run/media/roy/Data/top1000/antonkrasov-AndroidSocialNetworks,/run/media/roy/Data/top1000/antonkrasov-AndroidSocialNetworks,https://github.com/antonkrasov/AndroidSocialNetworks,AndroidSocialNetworks,Library for easy work with Facebook Twitter LinkedIn and Google on Android,Java,979,3104,Tue Nov 17 15:40:34 CET 2015,true,258
Karumi,/run/media/roy/Data/top1000/Karumi-Dexter,/run/media/roy/Data/top1000/Karumi-Dexter,https://github.com/Karumi/Dexter,Dexter,Android library that simplifies the process of requesting permissions at runtime.,Java,1497,2837,Tue May 03 22:10:07 CEST 2016,true,157
Freelander,/run/media/roy/Data/top1000/Freelander-Android_Data,/run/media/roy/Data/top1000/Freelander-Android_Data,https://github.com/Freelander/Android_Data,Android_Data,Some Android learning materials hoping to help you learn Android development.,Java,2855,99,Wed May 25 16:48:37 CEST 2016,true,747
redsolution,/run/media/roy/Data/top1000/redsolution-xabber-android,/run/media/roy/Data/top1000/redsolution-xabber-android,https://github.com/redsolution/xabber-android,xabber-android,Open-source XMPP client for Android,Java,1254,29275,Wed May 18 15:58:48 CEST 2016,true,716
500px,/run/media/roy/Data/top1000/500px-greedo-layout-for-android,/run/media/roy/Data/top1000/500px-greedo-layout-for-android,https://github.com/500px/greedo-layout-for-android,greedo-layout-for-android,Full aspect ratio grid LayoutManager for Android's RecyclerView,Java,951,1560,Tue May 31 21:32:04 CEST 2016,true,83
twitter,/run/media/roy/Data/top1000/twitter-ambrose,/run/media/roy/Data/top1000/twitter-ambrose,https://github.com/twitter/ambrose,ambrose,A platform for visualization and real-time monitoring of data workflows,Java,1103,14115,Fri Apr 15 21:50:12 CEST 2016,true,190
gitblit,/run/media/roy/Data/top1000/gitblit-gitblit,/run/media/roy/Data/top1000/gitblit-gitblit,https://github.com/gitblit/gitblit,gitblit,pure java git solution,Java,1011,22126,Fri May 20 11:01:07 CEST 2016,true,399
javaslang,/run/media/roy/Data/top1000/javaslang-javaslang,/run/media/roy/Data/top1000/javaslang-javaslang,https://github.com/javaslang/javaslang,javaslang,A functional library for Java 8+ that provides persistent data types and functional control structures.,Java,915,11377,Wed Jun 01 05:32:38 CEST 2016,true,106
linkedin,/run/media/roy/Data/top1000/linkedin-pinot,/run/media/roy/Data/top1000/linkedin-pinot,https://github.com/linkedin/pinot,pinot,A realtime distributed OLAP datastore,Java,1249,129738,Thu Jun 02 08:40:28 CEST 2016,true,199
lzyzsd,/run/media/roy/Data/top1000/lzyzsd-CircleProgress,/run/media/roy/Data/top1000/lzyzsd-CircleProgress,https://github.com/lzyzsd/CircleProgress,CircleProgress,CircleProgress DonutProgress ArcProgress,Java,1584,3191,Tue Jul 21 16:25:46 CEST 2015,true,507
mmin18,/run/media/roy/Data/top1000/mmin18-AndroidDynamicLoader,/run/media/roy/Data/top1000/mmin18-AndroidDynamicLoader,https://github.com/mmin18/AndroidDynamicLoader,AndroidDynamicLoader,A plugin system that runs like a browser but instead of load web pages it load plugins which runs natively on Android system.,Java,1056,4049,Fri Feb 19 09:11:23 CET 2016,true,453
amulyakhare,/run/media/roy/Data/top1000/amulyakhare-TextDrawable,/run/media/roy/Data/top1000/amulyakhare-TextDrawable,https://github.com/amulyakhare/TextDrawable,TextDrawable,This light-weight library provides images with letter/text like the Gmail app. It extends the Drawable class thus can be used with existing/custom/network ImageView classes. Also included is a fluent interface for creating drawables and a customizable ColorGenerator.,Java,1626,1148,Tue Mar 01 11:41:12 CET 2016,true,344
square,/run/media/roy/Data/top1000/square-mortar,/run/media/roy/Data/top1000/square-mortar,https://github.com/square/mortar,mortar,A simple library that makes it easy to pair thin views with dedicated controllers isolated from most of the vagaries of the Activity life cycle.,Java,1678,955,Sun May 08 06:52:48 CEST 2016,true,150
h2oai,/run/media/roy/Data/top1000/h2oai-h2o-3,/run/media/roy/Data/top1000/h2oai-h2o-3,https://github.com/h2oai/h2o-3,h2o-3,Fast Scalable Machine Learning API For Smarter Applications (Deep Learning GBM GLM...),Java,1088,300567,Thu Jun 02 08:58:33 CEST 2016,false,422
facebook,/run/media/roy/Data/top1000/facebook-facebook-android-sdk,/run/media/roy/Data/top1000/facebook-facebook-android-sdk,https://github.com/facebook/facebook-android-sdk,facebook-android-sdk,Used to integrate Android apps with Facebook Platform.,Java,3790,18208,Fri May 27 04:32:59 CEST 2016,false,2222
h2oai,/run/media/roy/Data/top1000/h2oai-h2o-2,/run/media/roy/Data/top1000/h2oai-h2o-2,https://github.com/h2oai/h2o-2,h2o-2,h2o = fast statistical machine learning & math runtime for bigdata ,Java,1987,774706,Mon Apr 18 14:16:48 CEST 2016,false,524
todoroo,/run/media/roy/Data/top1000/todoroo-astrid,/run/media/roy/Data/top1000/todoroo-astrid,https://github.com/todoroo/astrid,astrid,Astrid: Android's #1 Task Management Application,Java,1006,88840,Fri Apr 26 19:55:26 CEST 2013,true,921
ApmeM,/run/media/roy/Data/top1000/ApmeM-android-flowlayout,/run/media/roy/Data/top1000/ApmeM-android-flowlayout,https://github.com/ApmeM/android-flowlayout,android-flowlayout,Linear layout that wrap its content to the next line if there is no space in the current line.,Java,1221,1569,Thu Apr 14 01:09:23 CEST 2016,true,319
MostafaGazar,/run/media/roy/Data/top1000/MostafaGazar-CustomShapeImageView,/run/media/roy/Data/top1000/MostafaGazar-CustomShapeImageView,https://github.com/MostafaGazar/CustomShapeImageView,CustomShapeImageView,A library for supporting custom shaped ImageView(s) using SVGs and paint shapes,Java,1178,1240,Sat Feb 06 03:32:05 CET 2016,true,374
Gottox,/run/media/roy/Data/top1000/Gottox-socket.io-java-client,/run/media/roy/Data/top1000/Gottox-socket.io-java-client,https://github.com/Gottox/socket.io-java-client,socket.io-java-client,Socket.IO Client Implementation in Java,Java,797,1738,Wed Mar 16 22:48:33 CET 2016,true,388
JohnPersano,/run/media/roy/Data/top1000/JohnPersano-SuperToasts,/run/media/roy/Data/top1000/JohnPersano-SuperToasts,https://github.com/JohnPersano/SuperToasts,SuperToasts,A library that extends the Android toast framework.,Java,1785,5705,Wed Mar 23 03:36:50 CET 2016,true,418
hongyangAndroid,/run/media/roy/Data/top1000/hongyangAndroid-Highlight,/run/media/roy/Data/top1000/hongyangAndroid-Highlight,https://github.com/hongyangAndroid/Highlight,Highlight,一个用于app指向性功能高亮的库,Java,1070,249,Tue Feb 23 16:40:56 CET 2016,true,261
Comcast,/run/media/roy/Data/top1000/Comcast-FreeFlow,/run/media/roy/Data/top1000/Comcast-FreeFlow,https://github.com/Comcast/FreeFlow,FreeFlow,A layout engine for Android that decouples layouts from the View containers that manage scrolling and view recycling. FreeFlow makes it really easy to create custom layouts and beautiful transition animations as data and layouts change,Java,2297,3615,Wed Jul 22 03:21:46 CEST 2015,true,421
Netflix,/run/media/roy/Data/top1000/Netflix-SimianArmy,/run/media/roy/Data/top1000/Netflix-SimianArmy,https://github.com/Netflix/SimianArmy,SimianArmy,Tools for keeping your cloud operating in top form. Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,Java,4084,15555,Sat May 28 03:08:07 CEST 2016,true,550
badoo,/run/media/roy/Data/top1000/badoo-android-weak-handler,/run/media/roy/Data/top1000/badoo-android-weak-handler,https://github.com/badoo/android-weak-handler,android-weak-handler,Memory safer implementation of android.os.Handler,Java,783,98,Tue Mar 15 18:56:09 CET 2016,true,160
klinker24,/run/media/roy/Data/top1000/klinker24-Android-TextView-LinkBuilder,/run/media/roy/Data/top1000/klinker24-Android-TextView-LinkBuilder,https://github.com/klinker24/Android-TextView-LinkBuilder,Android-TextView-LinkBuilder,Insanely easy way to define clickable links within a TextView.,Java,926,321,Tue May 10 15:09:36 CEST 2016,true,111
lyft,/run/media/roy/Data/top1000/lyft-scissors,/run/media/roy/Data/top1000/lyft-scissors,https://github.com/lyft/scissors,scissors,✂ Android image cropping library,Java,1408,4488,Wed Jun 01 02:07:10 CEST 2016,true,150
loopj,/run/media/roy/Data/top1000/loopj-android-smart-image-view,/run/media/roy/Data/top1000/loopj-android-smart-image-view,https://github.com/loopj/android-smart-image-view,android-smart-image-view,Android ImageView replacement which allows image loading from URLs or contact address book with caching,Java,1196,57,Tue May 03 01:59:59 CEST 2016,true,560
davidschreiber,/run/media/roy/Data/top1000/davidschreiber-FancyCoverFlow,/run/media/roy/Data/top1000/davidschreiber-FancyCoverFlow,https://github.com/davidschreiber/FancyCoverFlow,FancyCoverFlow,A cool Open Source CoverFlow view for Android with several fancy effects.,Java,847,3514,Tue Sep 08 22:15:52 CEST 2015,true,363
hmkcode,/run/media/roy/Data/top1000/hmkcode-Android,/run/media/roy/Data/top1000/hmkcode-Android,https://github.com/hmkcode/Android,Android,Android related examples,Java,1410,2022,Mon Aug 31 22:32:02 CEST 2015,true,2306
eluleci,/run/media/roy/Data/top1000/eluleci-FlatUI,/run/media/roy/Data/top1000/eluleci-FlatUI,https://github.com/eluleci/FlatUI,FlatUI,CengaLabs - Android FlatUI Kit,Java,1393,1719,Thu Sep 25 18:46:13 CEST 2014,true,443
liaohuqiu,/run/media/roy/Data/top1000/liaohuqiu-android-support-23.2-sample,/run/media/roy/Data/top1000/liaohuqiu-android-support-23.2-sample,https://github.com/liaohuqiu/android-support-23.2-sample,android-support-23.2-sample,Sample Project for Android Support Library 23.2,Java,727,2093,Thu Mar 03 09:02:05 CET 2016,true,87
mcharmas,/run/media/roy/Data/top1000/mcharmas-Android-ReactiveLocation,/run/media/roy/Data/top1000/mcharmas-Android-ReactiveLocation,https://github.com/mcharmas/Android-ReactiveLocation,Android-ReactiveLocation,Small library that wraps Google Play Service API in brilliant RxJava Observables reducing boilerplate to minimum.,Java,1248,628,Fri May 27 14:51:46 CEST 2016,true,145
survivingwithandroid,/run/media/roy/Data/top1000/survivingwithandroid-Surviving-with-android,/run/media/roy/Data/top1000/survivingwithandroid-Surviving-with-android,https://github.com/survivingwithandroid/Surviving-with-android,Surviving-with-android,Source code related to the posts in the blog,Java,852,8004,Wed May 04 21:22:30 CEST 2016,true,2167
simple-android-framework,/run/media/roy/Data/top1000/simple-android-framework-android_design_patterns_analysis,/run/media/roy/Data/top1000/simple-android-framework-android_design_patterns_analysis,https://github.com/simple-android-framework/android_design_patterns_analysis,android_design_patterns_analysis,Android源码设计模式分析项目,Java,1166,2159,Sun May 03 11:19:10 CEST 2015,true,953
lendylongli,/run/media/roy/Data/top1000/lendylongli-qianghongbao,/run/media/roy/Data/top1000/lendylongli-qianghongbao,https://github.com/lendylongli/qianghongbao,qianghongbao,微信抢红包外挂源码,Java,870,26359,Mon Apr 04 08:04:23 CEST 2016,true,528
JetBrains,/run/media/roy/Data/top1000/JetBrains-intellij-community,/run/media/roy/Data/top1000/JetBrains-intellij-community,https://github.com/JetBrains/intellij-community,intellij-community,IntelliJ IDEA Community Edition,Java,3072,3377314,Thu Jun 02 10:00:28 CEST 2016,false,1328
cymcsg,/run/media/roy/Data/top1000/cymcsg-UltimateAndroid,/run/media/roy/Data/top1000/cymcsg-UltimateAndroid,https://github.com/cymcsg/UltimateAndroid,UltimateAndroid,UltimateAndroid is a rapid development framework for developing your apps,Java,1721,108885,Thu Dec 17 10:51:45 CET 2015,true,703
flavienlaurent,/run/media/roy/Data/top1000/flavienlaurent-datetimepicker,/run/media/roy/Data/top1000/flavienlaurent-datetimepicker,https://github.com/flavienlaurent/datetimepicker,datetimepicker,DateTimePicker is a library which contains the beautiful DatePicker that can be seen in the new Google Agenda app.,Java,1582,3365,Wed Apr 13 19:48:00 CEST 2016,true,573
rengwuxian,/run/media/roy/Data/top1000/rengwuxian-RxJavaSamples,/run/media/roy/Data/top1000/rengwuxian-RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,RxJavaSamples,RxJava 和 Retrofit 结合使用的几个最常见使用方式举例,Java,970,4593,Thu Apr 14 12:12:51 CEST 2016,true,168
dinuscxj,/run/media/roy/Data/top1000/dinuscxj-LoadingDrawable,/run/media/roy/Data/top1000/dinuscxj-LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,LoadingDrawable,some beautiful android loading drawable can be combined with any view as the loading view and the progressbar. besides some Drawable also can customize the loading progress.,Java,1115,11129,Sun May 29 06:31:22 CEST 2016,true,169
eowise,/run/media/roy/Data/top1000/eowise-recyclerview-stickyheaders,/run/media/roy/Data/top1000/eowise-recyclerview-stickyheaders,https://github.com/eowise/recyclerview-stickyheaders,recyclerview-stickyheaders, DEPRECATED. Android library that integrate sticky section headers in your RecyclerView,Java,869,77494,Tue Feb 23 13:54:07 CET 2016,true,142
aporter,/run/media/roy/Data/top1000/aporter-coursera-android,/run/media/roy/Data/top1000/aporter-coursera-android,https://github.com/aporter/coursera-android,coursera-android,Source Code for Android Course Example Applications,Java,4112,19404,Thu Oct 29 14:26:10 CET 2015,true,5844
sirthias,/run/media/roy/Data/top1000/sirthias-pegdown,/run/media/roy/Data/top1000/sirthias-pegdown,https://github.com/sirthias/pegdown,pegdown,A pure-Java Markdown processor based on a parboiled PEG parser supporting a number of extensions,Java,924,13064,Thu Apr 28 07:46:37 CEST 2016,true,190
hongyangAndroid,/run/media/roy/Data/top1000/hongyangAndroid-AndroidChangeSkin,/run/media/roy/Data/top1000/hongyangAndroid-AndroidChangeSkin,https://github.com/hongyangAndroid/AndroidChangeSkin,AndroidChangeSkin,一种完全无侵入的换肤方式，支持插件式和应用内，无需重启Activity.,Java,888,3979,Tue Mar 01 10:15:14 CET 2016,true,225
apache,/run/media/roy/Data/top1000/apache-cassandra,/run/media/roy/Data/top1000/apache-cassandra,https://github.com/apache/cassandra,cassandra,Mirror of Apache Cassandra,Java,2772,227892,Wed Jun 01 22:24:41 CEST 2016,false,1259
Athou,/run/media/roy/Data/top1000/Athou-commafeed,/run/media/roy/Data/top1000/Athou-commafeed,https://github.com/Athou/commafeed,commafeed,Google Reader inspired self-hosted RSS reader.,Java,1340,11249,Wed Apr 13 15:28:44 CEST 2016,true,252
shwenzhang,/run/media/roy/Data/top1000/shwenzhang-AndResGuard,/run/media/roy/Data/top1000/shwenzhang-AndResGuard,https://github.com/shwenzhang/AndResGuard,AndResGuard,proguard resource for Android  by wechat team,Java,1849,5254,Sun May 22 20:27:39 CEST 2016,true,508
yusugomori,/run/media/roy/Data/top1000/yusugomori-DeepLearning,/run/media/roy/Data/top1000/yusugomori-DeepLearning,https://github.com/yusugomori/DeepLearning,DeepLearning,Deep Learning (Python C C++ Java Scala Go),Java,1573,215,Mon May 30 18:08:05 CEST 2016,true,890
kymjs,/run/media/roy/Data/top1000/kymjs-RxVolley,/run/media/roy/Data/top1000/kymjs-RxVolley,https://github.com/kymjs/RxVolley,RxVolley,RxVolley = Volley + RxJava + OkHttp,Java,792,261,Wed May 11 10:33:40 CEST 2016,true,173
antoniolg,/run/media/roy/Data/top1000/antoniolg-androidmvp,/run/media/roy/Data/top1000/antoniolg-androidmvp,https://github.com/antoniolg/androidmvp,androidmvp,MVP Android Example,Java,2507,249,Wed May 04 00:30:14 CEST 2016,true,711
liaohuqiu,/run/media/roy/Data/top1000/liaohuqiu-cube-sdk,/run/media/roy/Data/top1000/liaohuqiu-cube-sdk,https://github.com/liaohuqiu/cube-sdk,cube-sdk,A light package for Android development it handles loading image and network request.,Java,930,14681,Thu Mar 17 09:21:53 CET 2016,true,468
skyfishjy,/run/media/roy/Data/top1000/skyfishjy-android-ripple-background,/run/media/roy/Data/top1000/skyfishjy-android-ripple-background,https://github.com/skyfishjy/android-ripple-background,android-ripple-background,A beautiful ripple animation for your app,Java,1010,12766,Fri Mar 25 18:42:25 CET 2016,true,287
jeresig,/run/media/roy/Data/top1000/jeresig-processing-js,/run/media/roy/Data/top1000/jeresig-processing-js,https://github.com/jeresig/processing-js,processing-js,A port of the Processing visualization language to JavaScript.,Java,1763,41895,Tue May 31 01:13:36 CEST 2016,false,658
openhab,/run/media/roy/Data/top1000/openhab-openhab,/run/media/roy/Data/top1000/openhab-openhab,https://github.com/openhab/openhab,openhab,Source code of the open Home Automation Bus (openHAB),Java,2657,288587,Thu Jun 02 10:27:55 CEST 2016,true,1333
yigit,/run/media/roy/Data/top1000/yigit-dev-summit-architecture-demo,/run/media/roy/Data/top1000/yigit-dev-summit-architecture-demo,https://github.com/yigit/dev-summit-architecture-demo,dev-summit-architecture-demo,The demo application that we've used in the Architecture Talk @ Android Dev Summit 2015,Java,920,169,Tue Feb 02 12:16:00 CET 2016,true,170
wunderlist,/run/media/roy/Data/top1000/wunderlist-android-sliding-layer-lib,/run/media/roy/Data/top1000/wunderlist-android-sliding-layer-lib,https://github.com/wunderlist/android-sliding-layer-lib,android-sliding-layer-lib,,Java,872,1253,Tue May 24 18:07:33 CEST 2016,true,306
